k,n,idx,len,parity,logt,logtlo,logthi,marglo,marghi,marg,dstar,logh11,logh22,pqnext,pqat
23.0,79,868,1675,0,193.294698,185.822969,194.665539,3.735864,0.685421,0.685421,495.1899,27.62486,0.07897,8,2
23.9,79,880,1732,0,193.294698,191.887523,195.448699,0.703587,1.077000,0.703587,495.1785,28.24782,0.07897,1,1
22.4,80,888,1693,0,195.881812,188.977089,198.187109,3.452361,1.152649,1.152649,501.2337,27.19037,0.12957,9,11
23.0,80,891,1704,1,195.881812,193.539681,199.529285,1.171065,1.823736,1.171065,501.2269,27.60626,0.12957,4,16
23.9,80,915,1752,1,195.881812,190.395318,199.205073,2.743247,1.661630,1.661630,501.0749,28.23009,0.12957,8,1
22.4,81,889,1720,1,198.468926,198.106698,202.726159,0.181114,2.128617,0.181114,508.3071,26.96260,0.13284,2,1
23.0,81,927,1793,1,198.468926,198.302430,202.340526,0.083248,1.935800,0.083248,508.6447,27.38191,0.13284,2,1
23.9,81,927,1733,1,198.468926,191.782797,198.941613,3.343064,0.236343,0.236343,508.1915,27.99804,0.13284,6,16
22.4,82,871,1702,1,201.056040,200.747787,208.733714,0.154126,3.838837,0.154126,514.6468,27.18916,0.13122,7,3
23.0,82,906,1768,0,201.056040,200.920509,204.956698,0.067766,1.950329,0.067766,515.0037,27.61181,0.13122,1,1
23.9,82,930,1780,0,201.056040,200.228476,209.314212,0.413782,4.129086,0.413782,514.2179,28.22888,0.13122,8,1
22.4,83,934,1762,0,203.643154,199.878306,211.149196,1.882424,3.753021,1.882424,519.8296,27.07710,0.12129,15,1
23.0,83,923,1781,1,203.643154,192.065545,206.532921,5.788804,1.444884,1.444884,519.9445,27.49466,0.12129,33,2
23.9,83,926,1814,0,203.643154,198.418797,204.931392,2.612178,0.644119,0.644119,520.2954,28.11265,0.12129,4,1
22.4,84,942,1795,0,206.230268,205.761120,215.181430,0.234574,4.475581,0.234574,527.0037,27.20916,0.12810,10,23
23.0,84,940,1809,0,206.230268,204.965522,212.826922,0.632373,3.298327,0.632373,526.5730,27.63000,0.12810,6,2
23.9,84,942,1817,0,206.230268,199.109639,210.201648,3.560314,1.985690,1.985690,526.0760,28.24888,0.12810,14,1
22.4,85,907,1758,1,208.817381,204.017883,222.428987,2.399749,6.805803,2.399749,532.2634,27.20128,0.09786,95,1
23.0,85,920,1728,0,208.817381,208.371022,218.930953,0.223180,5.056786,0.223180,533.2949,27.61717,0.09786,12,1
23.9,85,941,1827,1,208.817381,201.464650,220.034165,3.676366,5.608392,3.676366,532.0782,28.23692,0.09786,96,1
22.4,86,918,1800,0,210.018201,205.579821,214.852755,2.219190,2.417277,2.219190,538.5670,27.22935,0.05642,9,4
23.0,86,956,1836,0,210.018201,203.632503,225.249780,3.192849,7.615790,3.192849,538.4090,27.64846,0.05642,202,2
23.9,86,996,1933,0,210.018201,209.371654,211.704418,0.323274,0.843109,0.323274,539.4036,28.26907,0.05642,2,23
22.4,87,981,1859,1,212.605315,206.570540,218.421984,3.017387,2.908335,2.908335,544.7192,27.21952,0.05577,17,2
23.0,87,953,1864,1,212.605315,210.186010,220.310969,1.209652,3.852827,1.209652,545.1002,27.64179,0.05577,11,3
23.9,87,1021,1960,1,212.605315,212.512339,212.908570,0.046488,0.151628,0.046488,546.5155,28.26323,0.05577,1,1
22.4,88,964,1878,0,215.192428,211.886568,217.380721,1.652930,1.094146,1.094146,551.4134,27.14493,0.14022,3,6
23.0,88,983,1862,1,215.192428,212.424934,216.733117,1.383747,0.770344,0.770344,551.5658,27.56240,0.14022,2,3
23.9,88,996,1904,0,215.192428,202.519551,219.293295,6.336439,2.050433,2.050433,551.1406,28.18465,0.14022,62,1
22.4,89,997,1909,1,217.779542,208.839484,225.154842,4.470029,3.687650,3.687650,557.1553,27.08320,0.07009,53,1
23.0,89,1000,1899,0,217.779542,217.029804,222.199285,0.374869,2.209871,0.374869,558.1482,27.50376,0.07009,3,3
23.9,89,1023,1911,1,217.779542,216.135364,220.047004,0.822089,1.133731,0.822089,557.8071,28.12681,0.07009,2,21
22.4,90,1001,1881,1,220.366656,214.803386,222.012734,2.781635,0.823039,0.823039,564.0763,26.91669,0.11462,5,1
23.0,90,957,1875,1,220.366656,215.129914,223.519058,2.618371,1.576201,1.576201,563.7941,27.33258,0.11462,7,4
23.9,90,1048,1989,0,220.366656,214.549908,220.831192,2.908374,0.232268,0.232268,564.6257,27.95641,0.11462,3,1
22.4,91,982,1883,0,222.953770,222.570805,231.465844,0.191482,4.256037,0.191482,570.9792,27.03201,0.05332,9,84
23.0,91,982,1918,0,222.953770,219.633826,223.460313,1.659972,0.253272,0.253272,570.8577,27.45095,0.05332,2,1
23.9,91,1058,1986,0,222.953770,221.457582,224.510356,0.748094,0.778293,0.748094,570.3874,28.06792,0.05332,1,1
22.4,92,979,1853,1,225.540883,224.365699,226.449610,0.587592,0.454363,0.454363,576.8735,26.99000,0.11127,1,1
23.0,92,964,1932,0,225.540883,222.673696,230.105589,1.433594,2.282353,1.433594,576.3745,27.41191,0.11127,5,1
23.9,92,1021,1959,1,225.540883,220.040614,229.725133,2.750135,2.092125,2.092125,576.2104,28.02972,0.11127,10,3
22.4,93,1034,1965,0,228.127997,226.435910,238.173598,0.846043,5.022801,0.846043,582.8732,26.98788,0.06708,17,1
23.0,93,1032,1970,0,228.127997,220.459541,228.515714,3.834228,0.193858,0.193858,583.5131,27.40526,0.06708,6,2
23.9,93,1028,2008,0,228.127997,223.029307,231.299351,2.549345,1.585677,1.585677,582.6004,28.02387,0.06708,6,1
22.4,94,1037,1995,1,230.715111,229.691864,236.531470,0.511623,2.908179,0.511623,589.3612,27.05200,0.05899,5,2
23.0,94,1050,2026,0,230.715111,225.895853,232.260956,2.409629,0.772923,0.772923,589.1821,27.47231,0.05899,4,10
23.9,94,1023,2025,1,230.715111,228.059575,240.811215,1.327768,5.048052,1.327768,588.9471,28.09172,0.05899,23,77
22.4,95,1028,1963,0,233.302224,226.694572,237.284870,3.303826,1.991323,1.991323,595.0407,27.03354,0.05837,12,2
23.0,95,1035,1980,1,233.302224,232.568641,236.558751,0.366792,1.628264,0.366792,595.7754,27.44943,0.05837,2,1
23.9,95,1059,2036,1,233.302224,223.078069,239.716186,5.112078,3.206981,3.206981,594.8337,28.06961,0.05837,60,3
22.4,96,1031,2007,1,235.889338,228.914760,239.264795,3.487289,1.687728,1.687728,601.3821,27.06137,0.06498,11,1
23.0,96,1051,2087,1,235.889338,235.655976,238.342794,0.116681,1.226728,0.116681,602.5424,27.48014,0.06498,2,3
23.9,96,1076,2097,0,235.889338,232.623176,242.863884,1.633081,3.487273,1.633081,601.3964,28.10109,0.06498,11,1
22.4,97,1078,2040,0,238.476452,229.217267,241.538652,4.629592,1.531100,1.531100,607.6941,26.96931,0.12966,21,6
23.0,97,1028,2046,0,238.476452,230.334972,241.261209,4.070740,1.392379,1.392379,607.7353,27.39091,0.12966,14,4509
23.9,97,1047,2107,1,238.476452,229.572312,246.738692,4.452070,4.131120,4.131120,607.2630,28.01260,0.12966,67,1
22.4,98,1036,2022,0,241.063565,227.398043,241.514885,6.832761,0.225660,0.225660,614.7952,27.09421,0.07073,33,1
23.0,98,1117,2126,1,241.063565,239.124546,257.039794,0.969509,7.988114,0.969509,614.1621,27.51151,0.07073,82,1
23.9,98,1104,2099,0,241.063565,240.629965,248.932977,0.216800,3.934706,0.216800,614.8126,28.13393,0.07073,6,1
22.4,99,1087,2060,1,243.650679,238.518888,244.618175,2.565896,0.483748,0.483748,620.7337,27.09099,0.06301,3,1
23.0,99,1112,2129,0,243.650679,229.742077,244.842156,6.954301,0.595738,0.595738,620.6433,27.51108,0.06301,43,6
23.9,99,1110,2175,0,243.650679,233.324204,244.717525,5.163237,0.533423,0.533423,620.6913,28.13421,0.06301,16,4
22.4,100,1089,2111,1,246.237792,241.021819,247.486494,2.607987,0.624351,0.624351,626.8925,27.14818,0.06931,4,1
23.0,100,1108,2141,0,246.237792,244.205491,263.385035,1.016151,8.573621,1.016151,626.6810,27.56407,0.06931,113,2
23.9,100,1107,2177,1,246.237792,244.194636,246.897236,1.021578,0.329722,0.329722,627.1698,28.18790,0.06931,2,4
22.4,101,1097,2098,1,248.824906,247.652827,265.281317,0.586039,8.228206,0.586039,633.1896,27.08662,0.09923,78,1
23.0,101,1084,2111,0,248.824906,245.579373,250.059002,1.622766,0.617048,0.617048,633.1673,27.50525,0.09923,2,1
23.9,101,1159,2140,1,248.824906,232.405969,251.629552,8.209468,1.402323,1.402323,632.8107,28.12290,0.09923,117,1
22.4,102,1148,2130,0,251.412020,248.472765,259.283674,1.469627,3.935827,1.469627,639.0600,27.10250,0.06116,13,1
23.0,102,1170,2210,0,251.412020,248.703543,254.593618,1.354239,1.590799,1.354239,639.0955,27.52383,0.06116,3,1
23.9,102,1149,2206,1,251.412020,251.085864,253.548902,0.163078,1.068441,0.163078,640.0148,28.14222,0.06116,1,2
22.4,103,1137,2145,1,253.999133,250.910366,255.565608,1.544384,0.783237,0.783237,645.6029,27.25077,0.08385,2,2
23.0,103,1167,2155,1,253.999133,247.261533,255.650488,3.368800,0.825677,0.825677,645.5800,27.66801,0.08385,8,7
23.9,103,1099,2167,1,253.999133,252.387187,262.965735,0.805973,4.483301,0.805973,645.5905,28.28713,0.08385,13,3
22.4,104,1111,2143,1,256.586247,252.206914,258.480650,2.189666,0.947202,0.947202,651.7900,27.24053,0.11715,3,1
23.0,104,1109,2176,1,256.586247,255.879948,262.976293,0.353149,3.195023,0.353149,652.2185,27.66042,0.11715,5,3
23.9,104,1168,2240,0,256.586247,254.844929,262.329691,0.870659,2.871722,0.870659,651.8266,28.28025,0.11715,5,1
22.4,105,1157,2225,1,259.173360,259.157297,262.635682,0.008032,1.731161,0.008032,660.1313,27.14837,0.09545,2,2
23.0,105,1182,2243,0,259.173360,244.011546,262.662556,7.580907,1.744598,1.744598,657.7944,27.56425,0.09545,99,2
23.9,105,1228,2303,0,259.173360,256.390929,260.580184,1.391216,0.703412,0.703412,658.1889,28.18479,0.09545,2,1
22.4,106,1150,2215,0,261.760474,255.110676,267.632614,3.324899,2.936070,2.936070,663.8379,27.14317,0.09455,21,2
23.0,106,1209,2313,1,261.760474,255.358267,264.104738,3.201103,1.172132,1.172132,664.2367,27.56167,0.09455,7,1
23.9,106,1224,2315,0,261.760474,256.602718,266.610195,2.578878,2.424861,2.424861,663.9210,28.18289,0.09455,11,2
22.4,107,1106,2206,0,264.347587,259.524618,268.746344,2.411485,2.199378,2.199378,670.2330,27.19431,0.06776,9,1
23.0,107,1176,2284,0,264.347587,262.648871,269.045545,0.849358,2.348979,0.849358,670.6462,27.61538,0.06776,4,8
23.9,107,1217,2322,1,264.347587,255.773084,266.665019,4.287252,1.158716,1.158716,670.5114,28.23727,0.06776,13,1
22.4,108,1176,2305,0,266.934701,265.601408,269.778455,0.666646,1.421877,0.666646,677.0211,27.35193,0.05134,2,1
23.0,108,1164,2275,0,266.934701,260.415163,276.116648,3.259769,4.590973,3.259769,676.3318,27.76911,0.05134,46,2
23.9,108,1248,2421,0,266.934701,258.125818,268.361147,4.404441,0.713223,0.713223,676.9917,28.39165,0.05134,11,2
22.4,109,1201,2286,1,269.521814,252.513775,273.748538,8.504020,2.113362,2.113362,682.7896,27.28836,0.07923,188,1
23.0,109,1221,2366,1,269.521814,255.590606,271.080794,6.965604,0.779490,0.779490,683.2228,27.70807,0.07923,43,1
23.9,109,1245,2350,1,269.521814,263.739044,271.069452,2.891385,0.773819,0.773819,683.2259,28.33126,0.07923,6,3
22.4,110,1184,2317,0,272.108928,262.066375,284.785331,5.021276,6.338202,5.021276,688.6834,27.34375,0.07221,290,11
23.0,110,1221,2326,1,272.108928,264.432787,273.211721,3.838070,0.551397,0.551397,689.6427,27.75964,0.07221,8,1
23.9,110,1302,2458,0,272.108928,271.131467,273.483849,0.488730,0.687461,0.488730,689.6951,28.38347,0.07221,1,1
22.4,111,1256,2346,0,274.696041,266.060603,285.433985,4.317719,5.368972,4.317719,695.0186,27.29280,0.11366,125,6
23.0,111,1215,2387,1,274.696041,271.261718,277.700642,1.717161,1.502300,1.502300,695.4771,27.71119,0.11366,4,1
23.9,111,1315,2469,1,274.696041,271.864525,277.483488,1.415758,1.393724,1.393724,695.5097,28.32940,0.11366,3,1
22.4,112,1185,2301,1,277.283155,272.948429,280.754616,2.167363,1.735731,1.735731,701.6840,27.25696,0.11993,6,1
23.0,112,1248,2379,0,277.283155,270.167622,282.040469,3.557766,2.378657,2.378657,701.5471,27.67780,0.11993,17,1
23.9,112,1260,2441,0,277.283155,272.926989,278.962385,2.178083,0.839615,0.839615,701.9994,28.29668,0.11993,3,1
22.4,113,1279,2365,1,279.870268,273.367513,287.485535,3.251378,3.807633,3.251378,707.6810,27.28385,0.12500,33,1
23.0,113,1261,2404,1,279.870268,278.861079,291.092133,0.504594,5.610932,0.504594,708.4901,27.70097,0.12500,18,1
23.9,113,1296,2459,0,279.870268,277.696341,284.248222,1.086964,2.188977,1.086964,708.1569,28.32051,0.12500,5,59
22.4,114,1219,2312,1,282.457382,280.845914,291.036212,0.805734,4.289415,0.805734,714.5565,27.34956,0.12299,11,2
23.0,114,1198,2376,0,282.457382,277.977854,295.029168,2.239764,6.285893,2.239764,714.1125,27.76910,0.12299,65,4
23.9,114,1296,2444,0,282.457382,275.353038,287.943476,3.552172,2.743047,2.743047,714.0245,28.38928,0.12299,22,6
22.4,115,1233,2399,1,285.044495,284.819902,292.018574,0.112296,3.487039,0.112296,721.6820,27.22946,0.09131,6,5
23.0,115,1271,2472,1,285.044495,276.768303,297.891013,4.138096,6.423259,4.138096,720.1155,27.64535,0.09131,180,1
23.9,115,1283,2460,1,285.044495,283.377878,291.612855,0.833308,3.284180,0.833308,720.8115,28.26617,0.09131,7,5
22.4,116,1253,2345,1,287.631608,280.991635,291.019529,3.319987,1.693960,1.693960,726.7731,27.30008,0.08043,11,1
23.0,116,1226,2410,0,287.631608,285.973369,291.682013,0.829120,2.025202,0.829120,727.0834,27.71836,0.08043,3,2
23.9,116,1341,2578,1,287.631608,285.974424,291.122814,0.828592,1.745603,0.828592,727.0836,28.33980,0.08043,3,4
22.4,117,1280,2454,0,290.218722,286.007326,293.152271,2.105698,1.466775,1.466775,733.1052,27.21546,0.12233,5,15
23.0,117,1320,2481,0,290.218722,284.084915,292.773651,3.066903,1.277464,1.277464,733.1653,27.63609,0.12233,7,1
23.9,117,1311,2512,1,290.218722,288.754167,305.009111,0.732277,7.395195,0.732277,733.4069,28.25814,0.12233,54,1
22.4,118,1295,2429,1,292.805835,288.307153,294.818092,2.249341,1.006128,1.006128,739.5386,27.20419,0.06731,5,5
23.0,118,1304,2546,0,292.805835,292.530384,298.062783,0.137726,2.628474,0.137726,740.4022,27.62125,0.06731,3,1
23.9,118,1346,2586,0,292.805835,285.810142,299.205760,3.497847,3.199962,3.199962,739.0361,28.24391,0.06731,28,30
22.4,119,1308,2474,0,295.392949,286.068894,310.866060,4.662028,7.736556,4.662028,745.1423,27.22255,0.04660,463,2
23.0,119,1328,2569,0,295.392949,289.790573,297.038378,2.801188,0.822714,0.822714,745.8956,27.64193,0.04660,6,8
23.9,119,1299,2541,1,295.392949,294.251867,310.951051,0.570541,7.779051,0.570541,746.0546,28.26518,0.04660,61,1
22.4,120,1307,2466,1,297.980062,286.875504,306.280994,5.552279,4.150466,4.150466,751.4624,27.24973,0.07197,124,3
23.0,120,1367,2623,1,297.980062,282.139457,299.901885,7.920303,0.960912,0.960912,752.0978,27.66562,0.07197,84,13
23.9,120,1366,2602,0,297.980062,295.182879,299.942562,1.398591,0.981250,0.981250,752.0887,28.28945,0.07197,3,2
